Well_ID,Well_Name,lat_dec,long_dec,GSE,AquiferID,Aquifer_Name
411818112033901, (B- 7- 2)34bbd- 1,41.30494238,-112.06160940000001,4239.0,3,East Shore Area
411818112035901, (B- 7- 2)33aab- 1,41.30494235,-112.06716499999999,4238.0,3,East Shore Area
411819111595901, (B- 7- 1)31bac- 1,41.30522058,-112.00049820000001,4300.0,3,East Shore Area
411820112024401, (B- 7- 2)34aaa- 1,41.305498,-112.04633159999999,4238.0,3,East Shore Area
411820112034001, (B- 7- 2)34bbb- 1,41.3054979,-112.0618872,4238.0,3,East Shore Area
411821112034601, (B- 7- 2)34bbb- 2,41.30577567,-112.06355390000002,4238.0,3,East Shore Area
411822112040000, (B- 7- 2)33aab- 2,41.306053399999996,-112.06744280000001,4237.0,3,East Shore Area
411823112060301, (B- 7- 2)32bbb- 2,41.3063309,-112.1016095,4214.0,3,East Shore Area
411824112060601, (B- 7- 2)32bbb- 1,41.306608700000005,-112.1024429,4214.0,3,East Shore Area
411830112002900, (B- 7- 2)25ddd- 1,41.30827596,-112.0088316,4290.0,3,East Shore Area
411831111581401, (B- 7- 1)29ddc- 4,41.30855348,-111.971331,4395.0,3,East Shore Area
411835111593001, (B- 7- 1)30dca- 1,41.30966477,-111.9924426,4321.0,3,East Shore Area
411836112000601, (B- 7- 1)30cca- 4,41.30994260000001,-112.00244270000002,4308.0,3,East Shore Area
411837112000701, (B- 7- 1)30cca- 3,41.31022038,-112.00272050000001,4308.0,3,East Shore Area
411840112014001, (B- 7- 2)26dac- 1,41.3110535,-112.0285539,4259.0,3,East Shore Area
411840112020401, (B- 7- 2)26cad- 1,41.31105345,-112.0352206,4239.0,3,East Shore Area
411841112041401, (B- 7- 2)28dbc- 1,41.31133096,-112.0713318,4224.0,3,East Shore Area
411842112014000, (B- 7- 2)26daa- 1,41.311609000000004,-112.0285539,4258.0,3,East Shore Area
411849112065401, (B- 7- 2)30dad- 1,41.31355277,-112.1157764,4210.0,3,East Shore Area
411850112013301, (B- 7- 2)26daa- 3,41.31383118,-112.02660949999999,4255.0,3,East Shore Area
411851112013601, (B- 7- 2)26daa- 2,41.31410895,-112.0274429,4255.0,3,East Shore Area
411852112014701, (B- 7- 2)26acd- 2,41.31438669,-112.03049840000001,4250.0,3,East Shore Area
411855111595001, (B- 7- 1)30bdd- 1,41.31522018,-111.9979983,4330.0,3,East Shore Area
411857111595801, (B- 7- 1)30bdc- 1,41.3157757,-112.0002206,4325.0,3,East Shore Area
411908112043001, (B- 7- 2)28bad- 1,41.318830600000005,-112.0757764,4223.0,3,East Shore Area
411910112025001, (B- 7- 2)27aab- 1,41.31938637,-112.0479986,4239.0,3,East Shore Area
411916112020501, (B- 7- 2)26baa- 3,41.32105307,-112.0354986,4246.0,3,East Shore Area
411919112042001, (B- 7- 2)21dcc- 1,41.3218861,-112.0729987,4228.0,3,East Shore Area
411927112014901, (B- 7- 2)23dca- 1,41.32410854,-112.03105420000001,4250.0,3,East Shore Area
411932112014901, (B- 7- 2)23dbd- 1,41.32549738,-112.03105420000001,4250.0,3,East Shore Area
411936112042501, (B- 7- 2)21cad- 1,41.3266081,-112.0743877,4226.0,3,East Shore Area
411940112050501, (B- 7- 2)20daa- 1,41.327719099999996,-112.0854989,4219.0,3,East Shore Area
411945112042401, (B- 7- 2)21bdd- 1,41.329108000000005,-112.07411,4226.0,3,East Shore Area
411955112020300, (B- 7- 2)23acb- 1,41.331886,-112.0349432,4243.0,3,East Shore Area
412011112041401, (B- 7- 2)16dcd- 2,41.33633,-112.07133229999998,4227.0,3,East Shore Area
412012112043300, (B- 7- 2)16cdc- 1,41.3366077,-112.07661019999999,4227.0,3,East Shore Area
412028112035001, (B- 7- 2)16dad- 1,41.34105209,-112.0646657,4228.0,3,East Shore Area
412032112040401, (B- 7- 2)16dab- 1,41.3421631,-112.0685547,4228.0,3,East Shore Area
412047112042500, (B- 7- 2)14abc- 1,41.34632959,-112.07438810000001,4280.0,3,East Shore Area
412100112031501, (B- 7- 2)15baa- 1,41.3499407,-112.0549436,4230.0,3,East Shore Area
412102112045701, (B- 7- 2)16aaa- 1,41.350496,-112.08327720000001,4225.0,3,East Shore Area
412113112025301, (B- 7- 2)10dbd- 1,41.353551700000004,-112.04883259999998,4228.0,3,East Shore Area
412114112043001, (B- 7- 2) 9cda- 1,41.35382929,-112.0757772,4218.0,3,East Shore Area
